source,figure_ref,page,caption
WGIII_TAR_full_report.pdf,Figure 8.19:,550,"Figure 8.19: Average GDP and CO2 reductions in 550ppmv stabilization scenarios: year 2050 (labels identify different scenario
groups).
"
WGIII_TAR_full_report.pdf,Figure 9.1:,574,"Figure 9.1: Real oil prices 1970 to 2010 and the Kyoto target.
"
WGIII_TAR_full_report.pdf,Figure 9.2:,578,"Figure 9.2: Projection of world
nuclear capacity to 2050 in TWh 
(Nakicenovic et al., 1998)
"
WGIII_TAR_full_report.pdf,Figure 9.3:,581,"Figure 9.3: Effect of seasonal O3 concentrations on agricultural crop yields derived from a Weibull Parametric Fit of NCLAN
O3 exposure and yield data (Adams et al., 1989, adapted by Chameides et al., 1999)
"
WGIII_TAR_full_report.pdf,Figure 9.4:,583,"Figure 9.4: Contribution to carbon dioxide emission reduction by technology options in Japan in 2010. 
"
WGIII_TAR_full_report.pdf,Figure 9.5:,585,"Figure 9.5: Historical trends in transport and communication volume indices for France (Source: Gruebler, 1998: Chapter 7).
"
WGIII_TAR_full_report.pdf,Figure 10.1:,614,"Figure 10.1: Optimal carbon dioxide emissions strategy, using
a cost-effectiveness approach.
"
WGIII_TAR_full_report.pdf,Figure 10.2:,614,"Figure 10.2: Optimal hedging strategy for low probability,
high consequence scenario using a cost-benefits optimization
approach.
"
WGIII_TAR_full_report.pdf,Figure 10.3:,616,"Figure 10.3: Relationship between present discounted costs
for stabilizing the concentration of carbon dioxide in the
atmosphere at alternative levels from two studies. Costs are
discounted at 5%/yr over the time period 1990 to 2100.
Sources: Manne and Richels (1997) and Edmonds et al.
(1997).
"
WGIII_TAR_full_report.pdf,Figure 10.4(a),618,"Figure 10.4(a) presents the basic emission corridor for the
WBGU window. It follows from the mathematical formulation
of the model that at least one permitted emission path passes
through any arbitrary point in the corridor. However, not every
arbitrary path within the corridor is necessarily a permitted
path. If emissions follow the upper boundary of the corridor in
the first few decades after 1995, for example, this would entail
a sharp turnaround and persistent emission reductions at the
maximum annual rate (4%/yr) for many decades to come.
"
WGIII_TAR_full_report.pdf,Figure 10.4:,618,"Figure 10.4: Emission corridors under different assumptions on delaying reduction measures and equity principles.
"
WGIII_TAR_full_report.pdf,Figure 10.4(d),619,"Figure 10.4(d) shows the resultant emission corridor if the
above two assumptions about future emissions are combined.
This implies that the world community follows the baseline
emission path until 2010 and reduction obligations will be dis-
tributed between the Annex I and non-Annex I countries
according to the case in Figure 10.4 (c). The result for Annex I
countries emissions through the first half of the 21st century
looks like a straightjacket rather than an emission corridor with
ample choice.
"
WGIII_TAR_full_report.pdf,Figure 10.5:,642,"Figure 10.5: Linkages among environmental issues (Watson et
al., 1998).
"
WGIII_TAR_full_report.pdf,Figures ,732,"Figures for electricity production, trade and final consumption
are calculated using the energy content of the electricity (i.e. at
a rate of 1TWh = 0.086Mtoe). Hydro-electricity production
(excluding pumped storage) and electricity produced by other
non-thermal means (wind, tide, photovoltaic, etc.) are account-
ed for similarly using 1TWh = 0.086 Mtoe. However, the pri-
mary energy equivalent of nuclear electricity is calculated
from the gross generation by assuming a 33% conversion effi-
ciency, i.e. 1TWh = (0.086 / 0.33) Mtoe. In the case of elec-
tricity produced from geothermal heat, if the actual geothermal
efficiency is not known, then the primary equivalent is calcu-
lated assuming an efficiency of 10%, so 1TWh = (0.086 / 0.1)
Mtoe.
"
ABCE_Uganda_finalreport_Jan2015.pdf,Figure 1 ,24,"Figure 1 Sampling strategy for the ABCE project in Uganda 
"
ABCE_Uganda_finalreport_Jan2015.pdf,Figure 2 ,27,"Figure 2 Districts and facilities sampled for the ABCE project in Uganda
"
ABCE_Uganda_finalreport_Jan2015.pdf,Figure 2 ,27,"Figure 2 displays the districts and facilities sampled for 
"
ABCE_Uganda_finalreport_Jan2015.pdf,Figure 3 ,29,"Figure 3 Availability of services in health facilities, by platform, 2012 
"
ABCE_Uganda_finalreport_Jan2015.pdf,Figure 4 ,30,"Figure 4 Composition of facility personnel, by 
platform, 2011
"
ABCE_Uganda_finalreport_Jan2015.pdf,Figures ,30,"Figures 5 and 6 depict the staffing levels among district 
"
ABCE_Uganda_finalreport_Jan2015.pdf,Figure 5 ,31,"Figure 5 District hospital achievement of staffing goals for doctors/clinical officers and nurses, 2011
"
ABCE_Uganda_finalreport_Jan2015.pdf,Figure 6 ,31,"Figure 6 Health center IV achievement of staffing goals for doctors/clinical officers and nurses, 2011
"
ABCE_Uganda_finalreport_Jan2015.pdf,Figure 7 ,32,"Figure 7 Availability of physical capital, by platform, 2012 
"
ABCE_Uganda_finalreport_Jan2015.pdf,Figure 8 ,35,"Figure 8 Availability of functional equipment, by platform, 2012
"
ABCE_Uganda_finalreport_Jan2015.pdf,Figure 9 ,36,"Figure 9 Facility SARA scores for recommended equipment, by platform, 2012
"
ABCE_Uganda_finalreport_Jan2015.pdf,Figure 10 ,36,"Figure 10 Facility stocking of EML pharmaceuticals, by platform, 2012
"
ABCE_Uganda_finalreport_Jan2015.pdf,Figure 11 ,37,"Figure 11 Vaccine storage temperature range, by 
platform, 2012
"
ABCE_Uganda_finalreport_Jan2015.pdf,Figure 12 ,38,"Figure 12 Availability of pharmaceuticals and functional equipment to perform routine ANC visits, by 
platform, 2012
"
ABCE_Uganda_finalreport_Jan2015.pdf,Figure 13 ,40,"Figure 13 Availability of pharmaceuticals and functional equipment to perform routine delivery services, by 
platform, 2012
"
ABCE_Uganda_finalreport_Jan2015.pdf,Figure 14 ,41,"Figure 14 Availability of pharmaceuticals and functional equipment to perform general surgery services, by 
platform, 2012
"
ABCE_Uganda_finalreport_Jan2015.pdf,Figure 15 ,42,"Figure 15 shows the range in facility capacity to opti­
"
ABCE_Uganda_finalreport_Jan2015.pdf,Figure 15 ,42,"Figure 15 Facility capacity to provide disease-specific services, by platform, 2012
"
ABCE_Uganda_finalreport_Jan2015.pdf,Figure 16 ,43,"Figure 16 Facility capacity to test for and treat 
malaria, by platform, 2012
"
ABCE_Uganda_finalreport_Jan2015.pdf,Figure 18 ,44,"Figure 18 depicts the trends in average inpatient visits 
"
ABCE_Uganda_finalreport_Jan2015.pdf,Figure 17 ,44,"Figure 17 Average number of outpatient visits, by 
platform, 2007–2011
"
ABCE_Uganda_finalreport_Jan2015.pdf,Figure 18 ,44,"Figure 18 Average number of inpatient visits, by 
platform, 2007–2011
"
ABCE_Uganda_finalreport_Jan2015.pdf,Figure 19 ,44,"Figure 19 Average number of ART visits, by 
platform, 2007–2011
"
ABCE_Uganda_finalreport_Jan2015.pdf,Figure 20 ,45,"Figure 20 Facility occupancy rates across platforms, 2011
"
ABCE_Uganda_finalreport_Jan2015.pdf,Figure 21 ,47,"Figure 21 Patient expenses associated with facility 
visit, by platform ownership, 2012
"
ABCE_Uganda_finalreport_Jan2015.pdf,Figure 22 ,47,"Figure 22 Levels of medical expenses incurred by patients not seeking HIV services, by platform 
ownership, 2012 
"
ABCE_Uganda_finalreport_Jan2015.pdf,Figure 23 ,48,"Figure 23 Patient travel times to facilities, by 
platform, 2012
"
ABCE_Uganda_finalreport_Jan2015.pdf,Figure 24 ,48,"Figure 24 Patient wait times at facilities, by 
platform, 2012 
"
ABCE_Uganda_finalreport_Jan2015.pdf,Figure 26 ,48,"Figure 26 provides a more in-depth examination of pa­
"
ABCE_Uganda_finalreport_Jan2015.pdf,Figure 25 ,49,"Figure 25 Patient ratings of facilities, by platform, 
2012 
"
ABCE_Uganda_finalreport_Jan2015.pdf,Figure 26 ,49,"Figure 26 Average patient ratings of facility visit indicators, by platform, 2012
"
ABCE_Uganda_finalreport_Jan2015.pdf,Figure 28 ,50,"Figure 28 depicts this range of facility efficiency scores 
"
ABCE_Uganda_finalreport_Jan2015.pdf,Figure 27 ,50,"Figure 27 Range and composition of average 
output production across platforms, 2011
"
ABCE_Uganda_finalreport_Jan2015.pdf,Figure 28 ,51,"Figure 28 Range of efficiency scores, by platform, 2007–2011
"
ABCE_Uganda_finalreport_Jan2015.pdf,Figure 29 ,52,"Figure 29 Observed and estimated additional 
visits that could be produced given observed 
facility resources, 2011
"
ABCE_Uganda_finalreport_Jan2015.pdf,Figure 31 ,53,"Figure 31 shows the average composition of expendi­
"
ABCE_Uganda_finalreport_Jan2015.pdf,Figure 30 ,53,"Figure 30 Average total expenditure and type of 
expenditure across platforms, 2007–2011
"
ABCE_Uganda_finalreport_Jan2015.pdf,Figure 31 ,54,"Figure 31 Average percentage of expenditure 
type across platforms, 2011
"
ABCE_Uganda_finalreport_Jan2015.pdf,Figure 33 ,54,"Figure 33 compares the average percentage of total 
"
ABCE_Uganda_finalreport_Jan2015.pdf,Figure 32 ,54,"Figure 32 Average facility cost per visit, across output types and by platform, 2011
"
ABCE_Uganda_finalreport_Jan2015.pdf,Figure 33 ,55,"Figure 33 Average percentage of total expenditures, by platform, for (A) facilities that did not provide ART 
services, and (B) facilities that provided ART services, 2011
"
