image_id,source,caption,image_path
469,WGIII_TAR_full_report.pdf,Figure 1.5: Per capita carbon emission and income.,./images/469.png
470,2007 The Physical Science Basis.pdf,"Figure 3.37. Time series of Sahel (10ºN –20ºN, 18ºW–20ºE) regional rainfall (April–October) from 1920 to 2003 derived from gridding normalised station anomalies and then averaging using area weighting (adapted from Dai et al., 2004a). The smooth black curve shows decadal variations (see Appendix 3.A).",./images/470.png
473,ar4_wg3_full_report-1.pdf,"Figure 3.21: Response index to assess priority setting in energy-intensity reduction (more than 1) or in carbon-intensity reduction (less than 1) for post-TAR stabilization 
scenarios. ",./images/473.png
477,CARBON DIOXIDE CAPTURE AND STORAGE.pdf,Figure 2.8 Proximity of emissions to sedimentary basins.,./images/477.png
481,WGII_TAR_full_report-2.pdf,"Figure 5-5: Correlation between egg volume of the Pied
Flycatcher over the years and mean air temperature (regression
is significant at P<0.01).",./images/481.png
482,SRREN_Full_Report-1.pdf,"Figure 8.24 | Increased global productivity per hectare for a range of staple crops over 
the past few decades compared with average yields in base year 1961 shown at 100 
(based on FAO (2009) data). ",./images/482.png
483,WGIII_TAR_full_report.pdf,Figure 8.9: Summary of ancillary benefits estimates in 1996 US$/tC.,./images/483.png
485,SRREN_Full_Report-1.pdf,"Figure 8.25 | (a) Average seasonal and daily electricity demand for the Totara Valley community (in kWh consumption per 30 minute periods), and (b) annual and daily wind data, 
showing some matching of wind power supply with evening and winter peak demands (Murray, 2005).",./images/485.png
491,Fourth National Climate Assessment  Volume I.pdf,"Figure 13.4: Trends in surface (< 50 m) ocean carbonate chemistry calculated from observations obtained at the 
Hawai'i Ocean Time-series (HOT) Program in the North Pacific over 1988-2015. The upper panel shows the linked 
increase in atmospheric (red points) and seawater (blue points) CO2 concentrations. The bottom panel shows a de-
cline in seawater pH (black points, primary y-axis) and carbonate ion concentration (green points, secondary y-axis). 
Ocean chemistry data were obtained from the Hawai'i Ocean Time-series Data Organization & Graphical System 
(HOT-DOGS, http://hahana.soest.hawaii.edu/hot/hot-dogs/index.html). (Figure source: NOAA).",./images/491.png
492,"2007 Impact, adaption.pdf","Figure 4.2. Net carbon exchange of all terrestrial ecosystems as
simulated by the DGVM LPJ (Sitch et al., 2003; Gerten et al., 2004 -
negative values mean a carbon sink, positive values carbon losses to
the atmosphere). Past century data are based on observations and
climate model data were normalised to be in accord with these
observations for the 1961-1990 data (CRU-PIK). Transient future
projections are for the SRES A2 and B1 emissions scenarios
(Naki 'cenovi 'c et al., 2000), forcing the climate models HadCM3 and
ECHAM5, respectively (cf. Lucht et al., 2006; Schaphoff et al., 2006).
In contrast to previous global projections (Prentice et al., 2001 -
Figure 3.10), the world's ecosystems sink service saturates earlier
(about 2030) and the terrestrial biosphere tends to become a carbon
source earlier (about 2070) and more consistently, corroborating other
projections of increased forcing from biogenic terrestrial sources (e.g.,
Cox et al., 2000, 2004; White et al., 2000a; Lucht et al., 2006;
Schaphoff et al., 2006; Scholze et al., 2006; see Figure 4.3 for maps on
underlying ecosystem changes). Note that these projections assume
an effective CO2-fertilisation (see Section 4.4.1).",./images/492.png
494,SR15_Chapter_2_LR.pdf,"Figure 2.24 | Overview of land-use change transitions in 2030 and 2050, relative to 2010 based on pathways based on the Shared Socio-Economic Pathways (SSPs) (Popp et 
al., 2017; Riahi et al., 2017; Rogelj et al., 2018). Grey: no-climate-policy baseline; green: 2.6 W m-2 pathways; blue: 1.9 W m-2 pathways. Pink: 1.9 W m-2 pathways grouped per 
underlying socio-economic assumption (from left to right: SSP1 sustainability, SSP2 middle-of-the-road, SSP5 fossil-fuelled development). Ranges show the minimum-maximum 
range across the SSPs. Single pathways are shown with plus signs. Illustrative archetype pathways are highlighted with distinct icons. Each panel shows the changes for a different 
land type. The 1.9 and 2.6 W m-2 pathways are taken as proxies for 1.5degC and 2degC pathways, respectively. The 2.6 W m-2 pathways are mostly consistent with the Lower-2degC and 
Higher-2degC pathway classes. The 1.9 W m-2 pathways are consistent with the 1.5degC-low-OS (mostly SSP1 and SSP2) and 1.5degC-high-OS (SSP5) pathway classes. In 2010, pasture 
was estimated to cover about 3-3.5 103 Mha, food and feed crops about 1.5-1.6 103 Mha, energy crops about 0-14 Mha and forest about 3.7-4.2 103 Mha, across the models 
that reported SSP pathways (Popp et al., 2017). When considering pathways limiting warming to 1.5degC with no or limited overshoot, the full set of scenarios shows a conversion 
of 50-1100 Mha of pasture into 0-600 Mha for energy crops, a 200 Mha reduction to 950 Mha increase forest, and a 400 Mha decrease to a 250 Mha increase in non-pasture 
agricultural land for food and feed crops by 2050 relative to 2010. The large range across the literature and the understanding of the variations across models and assumptions 
leads to medium confidence in the size of these ranges.",./images/494.png
497,CARBON DIOXIDE CAPTURE AND STORAGE.pdf,"Figure 8.1 CO2 transport costs range for onshore and offshore pipelines per 250 km, 'normal' terrain conditions. The figure shows low (solid 
lines) and high ranges (dotted lines). Data based on various sources (for details see Chapter 4).",./images/497.png
498,IHME_Policy-report_Maternal-child-health-in-America_2016.pdf,"Figure 2: Total deaths of children under 5 in the United States in 
1990 and 2013 for both sexes",./images/498.png
501,Gavi-FCE_Cross-Country-Report_2017.pdf,"Figure 21: Cofinancing in FCE countries, 2009-2021 (projected) ",./images/501.png
502,Fourth National Climate Assessment  Volume I.pdf,"Figure 8.3: Trends in the annual number of large fires in the western United States for a variety of ecoregions. The 
black lines are fitted trend lines. Statistically significant at a 10% level for all regions except the Snake Plain/Columbian 
Plateau, Basin and Range, and Mediterranean California regions. (Figure source: Dennison et al.108).",./images/502.png
505,WGIII_TAR_full_report.pdf,Figure 8.10: Ancillary benefits in 1996 US$/tC versus levels of carbon tax.,./images/505.png
506,ABCE_Ghana_finalreport_Jan2015.pdf,"FIGURE 20 Average annual expenditures, by platform, 2007–2011",./images/506.png
508,WGI_TAR_full_report.pdf,"Figure 12.13: Global mean temperature in the decade 2036 to 2046
(relative to pre-industrial, in response to greenhouse gas and sulphate
aerosol forcing following the IS92a (IPCC, 1992) scenario), based on
original model simulations (squares) and after scaling to fit the
observed signal as in Figure 12.12(a) (diamonds), with 5 to 95%
confidence intervals. While the original projections vary (depending,
for example, on each model's climate sensitivity), the scale should be
independent of errors in both sensitivity and rate of oceanic heat
uptake, provided these errors are persistent over time. GS indicates
combined greenhouse and sulphate forcing. G shows the impact of
setting the sulphate forcing to zero but correcting the response to be
consistent with observed 20th century climate change. G&S indicates
greenhouse and sulphate responses estimated separately (in which
case the result is also approximately independent, under this forcing
scenario, to persistent errors in the sulphate forcing and response)
and G&S&N indicates greenhouse, sulphate and natural responses
estimated separately (showing the small impact of natural forcing on
the diagnostic used for this analysis). (From Allen et al., 2000b.)",./images/508.png
512,WGIII_TAR_full_report.pdf,"Figure 9.5: Historical trends in transport and communication volume indices for France (Source: Gruebler, 1998: Chapter 7).",./images/512.png
513,ar4_wg3_full_report-1.pdf,"Figure 5.12: Comparison of three studies on Well-to-wheels CO2 emission analyses
Note: See text for an explanation of the legend. All the results are normalized by the value of ICE-G (gasoline).",./images/513.png
519,Fourth National Climate Assessment  Volume I.pdf,"Figure 4.5: The fraction of total variance in decadal mean surface air temperature predictions explained by the three 
components of total uncertainty is shown for the lower 48 states (similar results are seen for Hawai'i and Alaska, not 
shown). Orange regions represent human or scenario uncertainty, blue regions represent scientific uncertainty, and 
green regions represent the internal variability component. As the size of the region is reduced, the relative importance 
of internal variability increases. In interpreting this figure, it is important to remember that it shows the fractional sourc-
es of uncertainty. Total uncertainty increases as time progresses. (Figure source: adapted from Hawkins and Sutton 
200998).",./images/519.png
521,SRREN_Full_Report-1.pdf,"Figure 10.13 | Global RE electricity generation (development projections by technology and shares of global power generation for the four illustrative scenarios for comparison).
The total renewable power generation by 2050 is 11,159 TWh/yr (IEA-WEO2009-Baseline), 63,384 TWh/yr (ReMIND-RECIPE), 21,660 TWh/yr (MiniCAM-EMF22) and 41,500 TWh/yr
(ER-2010) respectively. Sources: IEA-WEO2009-Baseline (IEA, 2009; Teske et al., 2010), ReMIND-RECIPE (Luderer et al., 2009), MiniCAM-EMF22 (Calvin et al., 2009), ER-2010 (Teske
et al., 2010).",./images/521.png
522,"2007 Impact, adaption.pdf","Figure 13.2. Total deforestation in Latin America (Mha) between 1990
and 2000. Number indicates deforestation rate (%/yr) for each country.
Based on FAO (2001a).",./images/522.png
