semantic_level,sentence
3,"After every spike in the futures price for oranges, it tends to go down again."
3,"For example, at '04, it started to going up, it does a spike at '07, from 0.50 cents to 2 dollars, then it goes down and at 1 dollar it goes up again."
3,"Same for the second spike, starts at '09 at 0,60 cents, goes up, '11 has the spike at almost 1,90 dollars, and then it goes down until 0.90."
3,"The average futures price for oranges is going up every year, and seems like it will keep doing so."
2,We can see that 2007 was the year with the most elevated futures price for a pound of oranges.
3,"We can see that there is pattern of cyclicality between the years, with huge differences between the highest and the lowest prices."
2,The futures price of oranges has remained consistent between $1 and $2 between 2000 and 2015.
4,This is despite the futures price of other commodities growing significantly in the same time period.
2,There was a low of approximately $0.75 in 2004.
2,There was a high of approximately $2 in 2004 and again in 2012.
4,Interestingly the futures price of oranges appears to follow the same trend of the global economy.
4,There was a fall in the price of oranges during the financial crisis of 2008/2009 before recovering to pre crash levels almost immediately in 2010.
4,From 2005-2007 and 2010-2012 were years with little orange production because the price increased a lot.
4,The years 2004 and 2009 were years with a lot of production the maximum price reached $2.
2,A pound of oranges was priciest towards the end of the year 2007 and the beginning of the year 2012.
2,"At these two points, the pound of oranges costs a little over 2 dollars."
3,"The cheapest price according to the chart was the spring to summer of 2004, where a pound of oranges only cost about 0.50 cents."
3,There appears to be no seasonal trend in the price of oranges.
3,"With the exception of two spikes from 2005-2007 and 2009-2011, the price appears fairly stable just around 1-1.50 dollars per pound."
2,A pound of oranges was most expensive in 2012.
2,A pound of oranges was cheapest in 2004.
2,Its been constantly changing since 15 years.
2,Prices in 2012 are similar to those in 2015.
2,A pound of oranges is more expensive in 2015 than it was in 2000.
3,The price of pound of oranges often fluctuates.
2,The lowest price for a pound of oranges took place in mid 2004.
2,The lowest price for a pound of oranges was $0.50.
2,The highest price for a pound of oranges was 2007 and 2012.
2,The highest price for a pound of oranges was $2.00.
3,"After 2005, the price for a pound of oranges follows a zigzag pattern."
3,"From 2000 to 2006, the price for a pound of oranges was the most stable."
4,The price for a pound of oranges might depend on the economic situation of the country and the weather.
2,The average price for a pound of oranges from 2000 to 2015 was around $1.25.
1,A line plot entitled “San Francisco homes valued at $1 million or more” that plots the percentage of San Francisco homes by year.
1,The percentage of San Francisco homes is plotted on the vertical y-axis from 20 to 70%.
1,The year is plotted on the horizontal x-axis from 2011 to 2015.
3,Throughout the years the housing value has significantly risen and more homes are valued at 1 million USD or more.
2,There has been a growth in percentage of expensive housing from 25% to 65%.
3,There was a slight drop in the percentage between 2011 and 2012.
3,There was a slight drop in the percentage in the beginning of 2014.
3,Only 35% of housing is valued less than 1 million USD.
3,The number of home estimated at 1 million or more is stagnant at 25% until 2012 when it begins to rise rapidly each year until 2015 when 63% of houses are estimated at 1 million.
3,This positive correlation implies that average property value has increased between 2011 and 2015.
3,The percentage of San Francisco homes valued at $1 million or more has increased exponentially from 2011 to 2015.
3,The prices of housing in San Francisco has known a drastic increase from 2011 until 2015.
3,The percentage of expensive homes has declined in 2012 but then drastically peaked from 2013 until 2015.
4,A small recession of a couple of months can be observed early 2014 but the percentage increased by another 10% until the end of the year.
2,The highest increase can be seen in 2015 with an increase of around 15% of home valued at 1 Million dollars.
3,The house value of San Francisco has gradually increased year by year in a quasi-linear manner.
2,A minimum of 20% of houses costs more than 1 million in the year 2012 and after 4 years the house costs of more than 70% in the year 2016.
3,"We can see that starting from 2012, the prices are sky-rocketing and still going up."
